Representative miRNA,Target gene,Representative transcript,Gene name,3P-seq tags + 5,Total sites,8mer sites,7mer-m8 sites,7mer-A1 sites,6mer sites,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
hsa-miR-223-5p,PIK3R1,ENST00000521381.1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",217,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,POP4,ENST00000221770.3,"processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)",985,1,1,0,0,0,-0.01,-0.36,0,0
hsa-miR-223-5p,PRKCA,ENST00000413366.3,"protein kinase C, alpha",726,1,0,1,0,0,-0.01,-0.02,0,0
hsa-miR-223-5p,VAMP4,ENST00000236192.7,vesicle-associated membrane protein 4,282,1,0,0,1,1,-0.01,-0.13,0,0
hsa-miR-223-5p,MLLT3,ENST00000380338.4,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",385,1,0,0,1,1,-0.01,-0.1,0,0
hsa-miR-223-5p,OSBPL6,ENST00000190611.4,oxysterol binding protein-like 6,85,1,0,1,0,0,-0.01,-0.02,0,0
hsa-miR-223-5p,NRIP3,ENST00000309166.3,nuclear receptor interacting protein 3,58,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PCSK7,ENST00000320934.3,proprotein convertase subtilisin/kexin type 7,92,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ZNF614,ENST00000270649.6,zinc finger protein 614,55,1,0,1,0,0,-0.01,-0.06,0,0
hsa-miR-223-5p,S1PR1,ENST00000305352.6,sphingosine-1-phosphate receptor 1,251,3,1,1,1,1,-0.01,-0.34,0,0
hsa-miR-223-5p,TFAM,ENST00000487519.1,"transcription factor A, mitochondrial",1323,2,1,0,1,0,-0.01,-0.17,0,0
hsa-miR-223-5p,ANKRD32,ENST00000265140.5,ankyrin repeat domain 32,2982,3,0,2,1,1,-0.01,-0.2,0,0
hsa-miR-223-5p,LMTK2,ENST00000297293.5,lemur tyrosine kinase 2,51,1,1,0,0,0,-0.01,-0.03,0,0
hsa-miR-223-5p,GUCY1A3,ENST00000296518.7,"guanylate cyclase 1, soluble, alpha 3",42,1,0,0,1,1,-0.01,-0.09,0,0
hsa-miR-223-5p,HERPUD2,ENST00000396081.1,HERPUD family member 2,30,1,1,0,0,0,-0.01,-0.11,0,0
hsa-miR-223-5p,ZNF404,ENST00000587539.1,zinc finger protein 404,319,3,1,0,2,0,-0.01,-0.39,0,0
hsa-miR-223-5p,FBXO30,ENST00000237281.4,F-box protein 30,224,1,0,1,0,0,-0.01,-0.02,0,0
hsa-miR-223-5p,CALML4,ENST00000395465.3,calmodulin-like 4,307,6,2,0,4,1,-0.01,-0.93,0,0
hsa-miR-223-5p,RAB11A,ENST00000569896.1,"RAB11A, member RAS oncogene family",5781,1,0,1,0,1,-0.01,-0.17,0,0
hsa-miR-223-5p,ZNF688,ENST00000223459.6,zinc finger protein 688,81,1,1,0,0,0,-0.01,-0.32,0,0
hsa-miR-223-5p,NDFIP1,ENST00000253814.4,Nedd4 family interacting protein 1,2478,1,0,1,0,0,-0.01,-0.12,0,0
hsa-miR-223-5p,TCEB1,ENST00000518127.1,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)",637,1,0,0,1,0,-0.01,-0.09,0,0
hsa-miR-223-5p,PHLDA1,ENST00000602540.1,"pleckstrin homology-like domain, family A, member 1",3907,2,0,0,2,2,-0.01,-0.07,0,0
hsa-miR-223-5p,RNF19B,ENST00000356990.5,ring finger protein 19B,45,2,1,1,0,0,-0.01,-0.2,0,0
hsa-miR-223-5p,SENP8,ENST00000544411.1,SUMO/sentrin specific peptidase family member 8,80,1,0,0,1,0,-0.01,-0.08,0,0
hsa-miR-223-5p,SDHAF1,ENST00000378887.2,succinate dehydrogenase complex assembly factor 1,2317,2,1,0,1,0,-0.01,-0.22,0,0
hsa-miR-223-5p,TBC1D12,ENST00000225235.4,"TBC1 domain family, member 12",172,1,0,1,0,0,-0.01,-0.1,0,0
hsa-miR-223-5p,C18orf21,ENST00000592875.1,chromosome 18 open reading frame 21,410,4,0,2,2,0,-0.01,-0.22,0,0
hsa-miR-223-5p,PITPNC1,ENST00000580974.1,"phosphatidylinositol transfer protein, cytoplasmic 1",797,1,1,0,0,1,-0.01,-0.23,0,0
hsa-miR-223-5p,ATP5SL,ENST00000590641.2,ATP5S-like,74,1,0,0,1,0,-0.01,-0.16,0,0
hsa-miR-223-5p,FAM84A,ENST00000295092.2,"family with sequence similarity 84, member A",69,3,0,0,3,1,-0.01,-0.14,0,0
hsa-miR-223-5p,PROM2,ENST00000317620.9,prominin 2,18,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SLC6A17,ENST00000331565.4,"solute carrier family 6 (neutral amino acid transporter), member 17",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,AKAP13,ENST00000394518.2,A kinase (PRKA) anchor protein 13,53,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,KIAA1755,ENST00000279024.4,KIAA1755,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,KCNQ5,ENST00000370398.1,"potassium voltage-gated channel, KQT-like subfamily, member 5",50,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ZNF660,ENST00000322734.2,zinc finger protein 660,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,MEGF8,ENST00000334370.4,multiple EGF-like-domains 8,28,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,UBE4A,ENST00000252108.3,ubiquitination factor E4A,29,1,1,0,0,2,-0.01,-0.04,0,0
hsa-miR-223-5p,APOL3,ENST00000397293.2,"apolipoprotein L, 3",5,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,WNT4,ENST00000290167.6,"wingless-type MMTV integration site family, member 4",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SCARB1,ENST00000261693.6,"scavenger receptor class B, member 1",186,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,GSE1,ENST00000253458.7,Gse1 coiled-coil protein,133,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ZBTB7C,ENST00000535628.2,zinc finger and BTB domain containing 7C,23,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ARNT2,ENST00000303329.4,aryl-hydrocarbon receptor nuclear translocator 2,39,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,BSN,ENST00000296452.4,bassoon presynaptic cytomatrix protein,31,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,PLCXD1,ENST00000381657.2,"phosphatidylinositol-specific phospholipase C, X domain containing 1",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SYT15,ENST00000374323.4,synaptotagmin XV,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,MCTP2,ENST00000357742.4,"multiple C2 domains, transmembrane 2",59,2,0,1,1,0,-0.01,-0.03,0,0
hsa-miR-223-5p,HMGXB4,ENST00000216106.5,HMG box domain containing 4,966,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,AATK,ENST00000326724.4,apoptosis-associated tyrosine kinase,307,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,KCNS1,ENST00000306117.1,"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,MEF2A,ENST00000354410.5,myocyte enhancer factor 2A,654,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TGM4,ENST00000296125.4,transglutaminase 4,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,FBXO4,ENST00000509134.1,F-box protein 4,230,1,0,1,0,0,-0.01,-0.33,0,0
hsa-miR-223-5p,ST6GALNAC5,ENST00000477717.1,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",7,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,FBXL7,ENST00000504595.1,F-box and leucine-rich repeat protein 7,16,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PCNT,ENST00000359568.5,pericentrin,92,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,CLIP2,ENST00000223398.6,CAP-GLY domain containing linker protein 2,2111,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ARHGAP19-SLIT1,ENST00000453547.2,ARHGAP19-SLIT1 readthrough (NMD candidate),15,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,C21orf58,ENST00000397683.1,chromosome 21 open reading frame 58,34,1,0,0,1,0,-0.01,-0.07,0,0
hsa-miR-223-5p,MAPKBP1,ENST00000457542.2,mitogen-activated protein kinase binding protein 1,36,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,CREBRF,ENST00000540014.1,CREB3 regulatory factor,24,1,0,0,1,2,-0.01,-0.01,0,0
hsa-miR-223-5p,NOL4,ENST00000261592.5,nucleolar protein 4,12,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TMEM181,ENST00000367090.3,transmembrane protein 181,924,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ABLIM2,ENST00000361737.5,"actin binding LIM protein family, member 2",78,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,CACNA1E,ENST00000526775.1,"calcium channel, voltage-dependent, R type, alpha 1E subunit",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,CIITA,ENST00000324288.8,"class II, major histocompatibility complex, transactivator",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PODN,ENST00000371500.3,podocan,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ITGAM,ENST00000544665.3,"integrin, alpha M (complement component 3 receptor 3 subunit)",10,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,UNC5A,ENST00000261961.3,unc-5 homolog A (C. elegans),7,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,VWC2L,ENST00000427124.1,von Willebrand factor C domain containing protein 2-like,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,NMNAT2,ENST00000294868.4,nicotinamide nucleotide adenylyltransferase 2,18,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TRPS1,ENST00000395715.3,trichorhinophalangeal syndrome I,94,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SHANK3,ENST00000414786.2,SH3 and multiple ankyrin repeat domains 3,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,DST,ENST00000312431.6,dystonin,439,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ELL2,ENST00000237853.4,"elongation factor, RNA polymerase II, 2",397,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PTPRT,ENST00000373187.1,"protein tyrosine phosphatase, receptor type, T",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PDIK1L,ENST00000374271.4,PDLIM1 interacting kinase 1 like,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ZNF354C,ENST00000315475.6,zinc finger protein 354C,482,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PIGR,ENST00000356495.4,polymeric immunoglobulin receptor,13,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SLC24A4,ENST00000393265.2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PIGK,ENST00000370812.3,"phosphatidylinositol glycan anchor biosynthesis, class K",1203,1,0,1,0,0,-0.01,-0.02,0,0
hsa-miR-223-5p,ZFHX2,ENST00000419474.3,zinc finger homeobox 2,7,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,KIF5A,ENST00000455537.2,kinesin family member 5A,5,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,ZNF429,ENST00000358491.4,zinc finger protein 429,23,1,0,1,0,1,-0.01,-0.11,0,0
hsa-miR-223-5p,AGO1,ENST00000373204.4,argonaute RISC catalytic component 1,402,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,GPRIN2,ENST00000374314.4,G protein regulated inducer of neurite outgrowth 2,5,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,ARID3B,ENST00000346246.5,AT rich interactive domain 3B (BRIGHT-like),11,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PITPNM3,ENST00000421306.3,PITPNM family member 3,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,BRINP2,ENST00000361539.4,bone morphogenetic protein/retinoic acid inducible neural-specific 2,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TMEM178B,ENST00000565468.1,transmembrane protein 178B,129,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,ARRDC3,ENST00000265138.3,arrestin domain containing 3,1313,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TENM1,ENST00000371130.3,teneurin transmembrane protein 1,5,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,XKR7,ENST00000562532.2,"XK, Kell blood group complex subunit-related family, member 7",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,CD276,ENST00000318443.5,CD276 molecule,186,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,STK32A,ENST00000397936.3,serine/threonine kinase 32A,8,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ARHGAP19,ENST00000358531.4,Rho GTPase activating protein 19,1051,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SHISA7,ENST00000376325.4,shisa family member 7,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,STOX2,ENST00000308497.4,storkhead box 2,379,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,EYA3,ENST00000373871.3,eyes absent homolog 3 (Drosophila),50,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ASH1L,ENST00000368346.3,"ash1 (absent, small, or homeotic)-like (Drosophila)",56,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TIGD5,ENST00000504548.2,tigger transposable element derived 5,823,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,IL17REL,ENST00000389983.2,interleukin 17 receptor E-like,5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,MICAL2,ENST00000379612.3,"microtubule associated monooxygenase, calponin and LIM domain containing 2",1742,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PLEKHG4B,ENST00000283426.6,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4B",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,DGKG,ENST00000265022.3,"diacylglycerol kinase, gamma 90kDa",5,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ZHX1,ENST00000395571.3,zinc fingers and homeoboxes 1,88,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,GLTSCR1L,ENST00000314073.5,GLTSCR1-like,59,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,CHD7,ENST00000423902.2,chromodomain helicase DNA binding protein 7,925,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,HS6ST3,ENST00000376705.2,heparan sulfate 6-O-sulfotransferase 3,598,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,RRAGD,ENST00000369415.4,Ras-related GTP binding D,644,3,2,0,1,0,-0.01,-0.3,0,0
hsa-miR-223-5p,PARP14,ENST00000474629.2,"poly (ADP-ribose) polymerase family, member 14",502,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,NT5C2,ENST00000343289.5,"5'-nucleotidase, cytosolic II",468,1,0,0,1,1,-0.01,-0.1,0,0
hsa-miR-223-5p,CPEB4,ENST00000265085.5,cytoplasmic polyadenylation element binding protein 4,472,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SMG7,ENST00000367537.3,SMG7 nonsense mediated mRNA decay factor,305,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,AMOT,ENST00000304758.1,angiomotin,515,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,GLI2,ENST00000452319.1,GLI family zinc finger 2,73,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,HSDL2,ENST00000398805.3,hydroxysteroid dehydrogenase like 2,151,1,1,0,0,1,-0.01,-0.16,0,0
hsa-miR-223-5p,C18orf25,ENST00000282059.6,chromosome 18 open reading frame 25,688,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,NUFIP2,ENST00000225388.4,nuclear fragile X mental retardation protein interacting protein 2,440,1,1,0,0,1,-0.01,-0.06,0,0
hsa-miR-223-5p,PAPPA,ENST00000328252.3,"pregnancy-associated plasma protein A, pappalysin 1",350,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SRM,ENST00000376957.2,spermidine synthase,46,1,0,0,1,0,-0.01,-0.1,0,0
hsa-miR-223-5p,STAC2,ENST00000333461.5,SH3 and cysteine rich domain 2,123,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TRIM32,ENST00000373983.2,tripartite motif containing 32,285,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TMTC3,ENST00000266712.6,transmembrane and tetratricopeptide repeat containing 3,406,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,HNRNPF,ENST00000357065.4,heterogeneous nuclear ribonucleoprotein F,240,1,0,0,1,0,-0.01,-0.08,0,0
hsa-miR-223-5p,MICAL3,ENST00000441493.2,"microtubule associated monooxygenase, calponin and LIM domain containing 3",58,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,AFF4,ENST00000265343.5,"AF4/FMR2 family, member 4",2755,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,RNF115,ENST00000369291.5,ring finger protein 115,757,2,1,0,1,0,-0.01,-0.08,0,0
hsa-miR-223-5p,ATP2B1,ENST00000261173.2,"ATPase, Ca++ transporting, plasma membrane 1",699,1,0,0,1,0,-0.01,-0.03,0,0
hsa-miR-223-5p,ZNF275,ENST00000370251.3,zinc finger protein 275,465,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,MFAP3L,ENST00000393704.3,microfibrillar-associated protein 3-like,69,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,LATS2,ENST00000382592.4,large tumor suppressor kinase 2,464,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,DHX33,ENST00000225296.3,DEAH (Asp-Glu-Ala-His) box polypeptide 33,724,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,NUP35,ENST00000295119.4,nucleoporin 35kDa,210,1,1,0,0,0,-0.01,-0.41,0,0
hsa-miR-223-5p,GLI3,ENST00000395925.3,GLI family zinc finger 3,544,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,LIG3,ENST00000378526.4,"ligase III, DNA, ATP-dependent",554,1,1,0,0,0,-0.01,-0.17,0,0
hsa-miR-223-5p,ALG12,ENST00000330817.6,"ALG12, alpha-1,6-mannosyltransferase",356,32,1,0,31,1,-0.01,-0.34,0,0
hsa-miR-223-5p,SORBS2,ENST00000284776.7,sorbin and SH3 domain containing 2,1279,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,RPS6KA5,ENST00000261991.3,"ribosomal protein S6 kinase, 90kDa, polypeptide 5",64,2,0,1,0,0,-0.01,-0.07,0,0
hsa-miR-223-5p,RNF141,ENST00000265981.2,ring finger protein 141,345,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,DOCK11,ENST00000276204.6,dedicator of cytokinesis 11,40,1,0,1,0,0,-0.01,-0.02,0,0
hsa-miR-223-5p,KIF6,ENST00000287152.7,kinesin family member 6,12,1,0,0,1,0,-0.01,-0.02,0,0
hsa-miR-223-5p,CPD,ENST00000225719.4,carboxypeptidase D,1766,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,JAM3,ENST00000299106.4,junctional adhesion molecule 3,85,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,FBN2,ENST00000262464.4,fibrillin 2,167,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,CMTM3,ENST00000424011.2,CKLF-like MARVEL transmembrane domain containing 3,1090,1,0,1,0,0,-0.01,-0.21,0,0
hsa-miR-223-5p,ZNF585B,ENST00000532828.2,zinc finger protein 585B,46,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,GJA9,ENST00000454994.2,"gap junction protein, alpha 9, 59kDa",85,1,0,0,1,0,-0.01,-0.09,0,0
hsa-miR-223-5p,FZD3,ENST00000240093.3,frizzled family receptor 3,192,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,TPRA1,ENST00000296210.7,"transmembrane protein, adipocyte asscociated 1",44,1,0,0,1,0,-0.01,-0.06,0,0
hsa-miR-223-5p,PPIL6,ENST00000521072.2,peptidylprolyl isomerase (cyclophilin)-like 6,58,2,0,1,1,0,-0.01,-0.25,0,0
hsa-miR-223-5p,GPD1L,ENST00000282541.5,glycerol-3-phosphate dehydrogenase 1-like,130,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ANG,ENST00000336811.6,"angiogenin, ribonuclease, RNase A family, 5",1279,2,0,1,1,0,-0.01,-0.34,0,0
hsa-miR-223-5p,AC012123.1,ENST00000426194.1,Uncharacterized protein,24,1,0,0,1,0,-0.01,-0.04,0,0
hsa-miR-223-5p,PDE7A,ENST00000401827.3,phosphodiesterase 7A,84,1,1,0,0,0,-0.01,-0.1,0,0
hsa-miR-223-5p,PURB,ENST00000395699.2,purine-rich element binding protein B,497,1,0,0,1,0,-0.01,-0.02,0,0
hsa-miR-223-5p,FOCAD,ENST00000380249.1,focadhesin,347,3,0,0,3,1,-0.01,-0.56,0,0
hsa-miR-223-5p,MYO9A,ENST00000564571.1,myosin IXA,137,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,DIAPH2,ENST00000324765.8,diaphanous-related formin 2,91,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,ERCC6L,ENST00000373657.1,"excision repair cross-complementing rodent repair deficiency, complementation group 6-like",82,4,0,2,2,0,-0.01,-0.14,0,0
hsa-miR-223-5p,CCPG1,ENST00000310958.6,cell cycle progression 1,808,1,1,0,0,1,-0.01,-0.07,0,0
hsa-miR-223-5p,AGXT2,ENST00000231420.6,alanine--glyoxylate aminotransferase 2,75,1,1,0,0,0,-0.01,-0.23,0,0
hsa-miR-223-5p,RBP2,ENST00000232217.2,"retinol binding protein 2, cellular",46,1,0,1,0,0,-0.01,-0.09,0,0
hsa-miR-223-5p,ACTC1,ENST00000290378.4,"actin, alpha, cardiac muscle 1",164,1,1,0,0,0,-0.01,-0.32,0,0
hsa-miR-223-5p,TBRG1,ENST00000441174.3,transforming growth factor beta regulator 1,275,1,0,0,1,1,-0.01,-0.09,0,0
hsa-miR-223-5p,TMEM200C,ENST00000581347.2,transmembrane protein 200C,54,1,0,1,0,0,-0.01,-0.07,0,0
hsa-miR-223-5p,HSPD1,ENST00000388968.3,heat shock 60kDa protein 1 (chaperonin),42,1,0,1,0,0,-0.01,-0.11,0,0
hsa-miR-223-5p,KIAA1551,ENST00000312561.4,KIAA1551,15,3,1,2,0,1,-0.01,-0.12,0,0
hsa-miR-223-5p,RPP40,ENST00000380051.2,ribonuclease P/MRP 40kDa subunit,20,1,0,1,0,0,-0.01,-0.08,0,0
hsa-miR-223-5p,MGAT4A,ENST00000264968.3,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A",223,1,0,0,1,0,-0.01,-0.04,0,0
hsa-miR-223-5p,SDE2,ENST00000272091.7,SDE2 telomere maintenance homolog (S. pombe),109,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,SNRPE,ENST00000414487.2,small nuclear ribonucleoprotein polypeptide E,1075,1,0,1,0,0,-0.01,-0.14,0,0
hsa-miR-223-5p,CCDC90B,ENST00000529689.1,coiled-coil domain containing 90B,173,2,0,1,1,0,-0.01,-0.17,0,0
hsa-miR-223-5p,CALD1,ENST00000361388.2,caldesmon 1,1013,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PSMC4,ENST00000157812.2,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",7388,1,0,1,0,0,-0.01,-0.15,0,0
hsa-miR-223-5p,ZNF516,ENST00000443185.2,zinc finger protein 516,311,1,0,1,0,1,-0.01,-0.03,0,0
hsa-miR-223-5p,EPB41L4B,ENST00000374557.4,erythrocyte membrane protein band 4.1 like 4B,135,1,1,0,0,0,-0.01,-0.09,0,0
hsa-miR-223-5p,FOXN3,ENST00000345097.4,forkhead box N3,42,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,PRDM6,ENST00000407847.4,PR domain containing 6,69,1,0,0,1,0,-0.01,-0.01,0,0
hsa-miR-223-5p,PLA2R1,ENST00000283243.7,"phospholipase A2 receptor 1, 180kDa",41,1,0,1,0,1,-0.01,-0.02,0,0
hsa-miR-223-5p,CLASP2,ENST00000539981.1,cytoplasmic linker associated protein 2,554,1,0,1,0,0,-0.01,-0.06,0,0
hsa-miR-223-5p,NUDT16,ENST00000359850.3,nudix (nucleoside diphosphate linked moiety X)-type motif 16,622,1,0,0,1,0,-0.01,-0.02,0,0
hsa-miR-223-5p,EPHB2,ENST00000374632.3,EPH receptor B2,297,1,0,1,0,0,-0.01,-0.02,0,0
hsa-miR-223-5p,DDHD1,ENST00000323669.5,DDHD domain containing 1,103,2,0,1,1,2,-0.01,-0.03,0,0
hsa-miR-223-5p,TMED4,ENST00000457408.2,transmembrane emp24 protein transport domain containing 4,3117,2,0,2,0,0,-0.01,-0.2,0,0
hsa-miR-223-5p,NFIC,ENST00000346156.5,nuclear factor I/C (CCAAT-binding transcription factor),26,1,0,0,1,1,-0.01,-0.01,0,0
hsa-miR-223-5p,MTAP,ENST00000380172.4,methylthioadenosine phosphorylase,1575,1,0,1,0,1,-0.01,-0.06,0,0
hsa-miR-223-5p,PDE7B,ENST00000308191.6,phosphodiesterase 7B,148,1,0,0,1,0,-0.01,-0.15,0,0
hsa-miR-223-5p,GPATCH2,ENST00000366935.3,G patch domain containing 2,108,1,0,1,0,1,-0.01,-0.04,0,0
hsa-miR-223-5p,PGM3,ENST00000513973.1,phosphoglucomutase 3,707,1,0,1,0,0,-0.01,-0.08,0,0
hsa-miR-223-5p,C9orf85,ENST00000486911.2,chromosome 9 open reading frame 85,57,1,0,1,0,0,-0.01,-0.09,0,0
hsa-miR-223-5p,LSM3,ENST00000306024.3,"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)",304,1,0,0,1,0,-0.01,-0.15,0,0
